instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
12	m4.2xlarge	96	384000	16000	5	150000000	3	148
12	r4.2xlarge	96	732000	10500	5	100000000	3	96
12	r4.2xlarge	96	732000	10500	5	100000000	7	118
12	r4.2xlarge	96	732000	13200	5	125000000	3	132
12	r4.2xlarge	96	732000	13200	5	125000000	7	158
12	r4.2xlarge	96	732000	13200	5	125000000	9	166
12	r4.2xlarge	96	732000	16000	5	150000000	3	140
12	r4.2xlarge	96	732000	16000	5	150000000	5	172
12	r4.2xlarge	96	732000	16000	5	150000000	9	184
12	r4.2xlarge	96	732000	18600	5	175000000	3	142
12	r4.2xlarge	96	732000	18600	5	175000000	7	180
12	r4.2xlarge	96	732000	20300	10	100000000	7	146
12	r4.2xlarge	96	732000	21300	5	200000000	3	162
12	r4.2xlarge	96	732000	21300	5	200000000	7	190
12	r4.2xlarge	96	732000	30500	15	100000000	3	144
12	r4.2xlarge	96	732000	30500	15	100000000	7	172
12	r4.xlarge	48	366000	16000	5	150000000	3	232
6	r4.2xlarge	48	366000	21300	5	200000000	3	316
2	r4.2xlarge	16	122000	21300	5	200000000	9	2966
2	r4.2xlarge	16	122000	18600	5	175000000	5	4520
2	r4.2xlarge	16	122000	18600	5	175000000	5	4390
2	r4.2xlarge	16	122000	21300	5	200000000	9	4028
2	r4.2xlarge	16	122000	21300	5	200000000	9	4216
2	r4.2xlarge	16	122000	18600	5	175000000	5	2676
2	r4.2xlarge	16	122000	18600	5	175000000	3	1780
2	r4.2xlarge	16	122000	18600	5	175000000	3	1760
2	r4.2xlarge	16	122000	21300	5	200000000	9	4280
2	r4.2xlarge	16	122000	30500	15	100000000	5	2650
2	r4.2xlarge	16	122000	18600	5	175000000	3	1724
2	r4.2xlarge	16	122000	30500	15	100000000	5	2686
2	r4.2xlarge	16	122000	30500	15	100000000	7	2792
2	r4.2xlarge	16	122000	30500	15	100000000	9	1020
2	r4.2xlarge	16	122000	16000	5	150000000	9	806
2	r4.2xlarge	16	122000	30500	15	100000000	9	2714
2	r4.2xlarge	16	122000	30500	15	100000000	9	2740
2	r4.xlarge	8	61000	16000	5	150000000	3	3878
2	r4.xlarge	8	61000	16000	5	150000000	3	3894
2	r4.2xlarge	16	122000	21300	5	200000000	9	2758
2	r4.2xlarge	16	122000	18600	5	175000000	7	860
2	r4.2xlarge	16	122000	18600	5	175000000	7	4204
2	r4.2xlarge	16	122000	18600	5	175000000	7	4556
2	r4.2xlarge	16	122000	20300	10	100000000	9	998
2	r4.2xlarge	16	122000	20300	10	100000000	9	1198
2	r4.2xlarge	16	122000	20300	10	100000000	9	1206
2	r4.2xlarge	16	122000	20300	10	100000000	7	1246
2	r4.2xlarge	16	122000	20300	10	100000000	7	1068
2	r4.2xlarge	16	122000	21300	5	200000000	3	3234
2	r4.2xlarge	16	122000	20300	10	100000000	5	1098
2	r4.2xlarge	16	122000	21300	5	200000000	3	3240
2	r4.2xlarge	16	122000	21300	5	200000000	3	3284
2	r4.2xlarge	16	122000	16000	5	150000000	7	844
2	r4.2xlarge	16	122000	21300	5	200000000	5	2818
2	r4.2xlarge	16	122000	21300	5	200000000	5	4298
2	r4.2xlarge	16	122000	21300	5	200000000	5	4310
2	r4.2xlarge	16	122000	21300	5	200000000	5	4490
2	r4.2xlarge	16	122000	21300	5	200000000	7	2900
2	r4.2xlarge	16	122000	18600	5	175000000	9	4274
2	r4.2xlarge	16	122000	18600	5	175000000	9	4126
2	r4.2xlarge	16	122000	18600	5	175000000	9	816
2	r4.2xlarge	16	122000	21300	5	200000000	7	2982
2	r4.2xlarge	16	122000	21300	5	200000000	7	4248
2	r4.2xlarge	16	122000	21300	5	200000000	5	2868
2	r4.xlarge	8	61000	16000	5	150000000	3	3916
2	r4.xlarge	8	61000	16000	5	150000000	3	3930
2	r4.xlarge	8	61000	16000	5	150000000	3	3952
2	r4.2xlarge	16	122000	10500	5	100000000	9	2970
2	r4.2xlarge	16	122000	10500	5	100000000	9	2864
2	r4.2xlarge	16	122000	10500	5	100000000	9	2680
2	r4.2xlarge	16	122000	10500	5	100000000	9	1196
2	r4.2xlarge	16	122000	10500	5	100000000	9	1186
2	r4.2xlarge	16	122000	10500	5	100000000	7	3152
2	r4.2xlarge	16	122000	10500	5	100000000	7	3008
2	r4.2xlarge	16	122000	10500	5	100000000	7	2902
2	r4.2xlarge	16	122000	10500	5	100000000	7	1246
2	r4.2xlarge	16	122000	13200	5	125000000	3	788
6	r4.2xlarge	48	366000	13200	5	125000000	5	236
12	r4.2xlarge	96	732000	13200	5	125000000	5	148
10	r4.2xlarge	80	610000	21300	5	200000000	9	256
10	r4.2xlarge	80	610000	13200	5	125000000	3	150
10	r4.2xlarge	80	610000	10500	5	100000000	3	134
8	r4.2xlarge	64	488000	21300	5	200000000	9	296
2	m4.2xlarge	16	64000	8000	5	150000000	3	1216
8	r4.2xlarge	64	488000	18600	5	175000000	3	192
8	r4.2xlarge	64	488000	16000	5	150000000	5	212
6	r4.xlarge	24	183000	16000	5	150000000	3	478
12	r4.2xlarge	96	732000	16000	5	150000000	9	194
2	r4.2xlarge	16	122000	20300	10	100000000	9	1008
4	r4.xlarge	16	122000	16000	5	150000000	3	1104
4	r4.2xlarge	32	244000	21300	5	200000000	9	616
4	m4.2xlarge	32	128000	16000	5	150000000	3	436
4	m4.2xlarge	32	128000	16000	5	150000000	3	446
4	m4.2xlarge	32	128000	16000	5	150000000	3	454
4	m4.2xlarge	32	128000	16000	5	150000000	3	568
2	r4.2xlarge	16	122000	16000	5	150000000	3	920
4	m4.2xlarge	32	128000	16000	5	150000000	3	598
6	r4.xlarge	24	183000	16000	5	150000000	3	472
4	r4.2xlarge	32	244000	13200	5	125000000	5	362
2	r4.2xlarge	16	122000	13200	5	125000000	9	1132
4	r4.2xlarge	32	244000	30500	15	100000000	3	426
2	r4.2xlarge	16	122000	13200	5	125000000	9	1112
2	r4.2xlarge	16	122000	13200	5	125000000	7	2780
2	r4.2xlarge	16	122000	13200	5	125000000	7	1170
2	r4.2xlarge	16	122000	13200	5	125000000	7	1160
4	r4.2xlarge	32	244000	16000	5	150000000	9	468
4	r4.2xlarge	32	244000	18600	5	175000000	7	502
4	r4.2xlarge	32	244000	18600	5	175000000	9	518
4	r4.2xlarge	32	244000	18600	5	175000000	9	524
4	r4.2xlarge	32	244000	21300	5	200000000	3	492
4	r4.2xlarge	32	244000	21300	5	200000000	7	592
2	r4.2xlarge	16	122000	13200	5	125000000	7	2794
2	r4.2xlarge	16	122000	20300	10	100000000	9	1188
